Solyc09g089530.3	GO:0050660
Solyc05g008235.1	GO:0005524; GO:0009507
Solyc07g008390.2	GO:0004672; GO:0006468
Solyc03g007775.1	GO:0003824; GO:0005524
Solyc04g005520.3	GO:0005515
Solyc04g081650.3	GO:0008137; GO:0055114
Solyc04g064800.3	GO:0005515
Solyc11g066520.2	GO:0004672; GO:0006468
Solyc10g076400.2	GO:0016616; GO:0019752; GO:0055114
Solyc11g045230.2	GO:0004672; GO:0005524; GO:0006468
Solyc03g119840.3	GO:0005215; GO:0006810; GO:0016021
Solyc10g008780.1	GO:0005515
Solyc09g089500.3	GO:0003824; GO:0050660; GO:0055114
Solyc06g072410.2	GO:0003676
Solyc06g071280.3	GO:0003824
Solyc07g039410.3	GO:0003824; GO:0008152
Solyc12g057140.1	GO:0005515; GO:0008270
Solyc10g006660.3	GO:0004857
Solyc01g111500.3	GO:0046872
Solyc07g055110.3	GO:0005515; GO:0008270
Solyc09g014590.3	GO:0046872
Solyc02g093590.3	GO:0005337; GO:0006810; GO:0016021
Solyc02g064680.3	GO:0006952; GO:0009607
Solyc09g089930.2	GO:0009055; GO:0051536
Solyc09g005260.3	GO:0003735; GO:0005840; GO:0006412
Solyc10g009150.3	GO:0004550; GO:0006165; GO:0006183; GO:0006228; GO:0006241
Solyc10g086740.2	GO:0003677
Solyc12g088650.2	GO:0005509
Solyc06g066630.1	GO:0005783; GO:0006886; GO:0016021
Solyc08g082990.3	GO:0003677; GO:0003700; GO:0006352; GO:0006355; GO:0016987
Solyc05g051515.1	GO:0006886; GO:0008536
Solyc10g079480.1	GO:0005789
Solyc06g072016.1	GO:0005515
Solyc07g062200.2	GO:0005975
Solyc07g008170.2	GO:0016491; GO:0055114
Solyc07g053050.1	GO:0005488
Solyc05g017740.1	GO:0006508; GO:0008234
Solyc09g090310.2	GO:0050660
Solyc01g097400.1	GO:0003676; GO:0008270
Solyc07g005190.3	GO:0008152; GO:0016597
Solyc01g067410.2	GO:0005618; GO:0030599; GO:0042545
Solyc01g017600.3	GO:0003824
Solyc08g074682.1	GO:0000165; GO:0000977; GO:0045944
Solyc05g009490.2	GO:0004672; GO:0005524; GO:0006468
Solyc03g081240.3	GO:0003824; GO:0008152
Solyc10g055370.2	GO:0003824; GO:0008152
Solyc07g061760.2	GO:0005975
Solyc11g040330.2	GO:0016042
Solyc10g049640.2	GO:0005488
Solyc12g056490.1	GO:0006479; GO:0008168
Solyc00g100880.3	GO:0006508; GO:0008234
Solyc04g009040.3	GO:0016021
Solyc03g112540.3	GO:0016020
Solyc01g079530.3	GO:0003723; GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc08g008120.3	GO:0004190; GO:0006508
Solyc05g008400.3	GO:0005515
Solyc07g007290.1	GO:0005524
Solyc06g082980.3	GO:0005515
Solyc04g077740.1	GO:0004601; GO:0055114
Solyc09g072720.2	GO:0016491; GO:0055114
Solyc09g090130.3	GO:0016491; GO:0055114
Solyc09g048990.3	GO:0008033; GO:0017150; GO:0050660; GO:0055114
Solyc03g031760.3	GO:0006952
Solyc04g048900.3	GO:0004525; GO:0006396
Solyc02g078690.2	GO:0005524
Solyc03g120950.3	GO:0016705; GO:0055114
Solyc11g032090.2	GO:0006637; GO:0047617
Solyc06g024200.1	GO:0004652; GO:0043631
Solyc08g078460.3	GO:0008168
Solyc04g074340.3	GO:0003700
Solyc04g078010.3	GO:0005515; GO:0008270
Solyc07g061720.3	GO:0004672; GO:0006468
Solyc09g011740.3	GO:0005515
Solyc07g054950.2	GO:0005515; GO:0008270
Solyc02g082260.3	GO:0005515
Solyc04g080500.3	GO:0009522; GO:0009579; GO:0015979; GO:0016021
Solyc06g083900.3	GO:0006511; GO:0031625
Solyc01g102400.3	GO:0005975; GO:0016773
Solyc10g080880.2	GO:0016765
Solyc05g056450.3	GO:0003950
Solyc09g089590.1	GO:0005506; GO:0016491; GO:0055114
Solyc08g081540.3	GO:0004672; GO:0006468
Solyc08g005240.2	GO:0003677
Solyc03g113950.3	GO:0003824; GO:0050662
Solyc05g018230.3	GO:0005515
Solyc05g014370.3	GO:0009772; GO:0019684; GO:0045156
Solyc10g006310.3	GO:0005524; GO:0006139; GO:0019205
Solyc11g010940.2	GO:0008152; GO:0016787
Solyc03g036470.2	GO:0003824; GO:0050662
Solyc01g079740.3	GO:0005515
Solyc07g048070.3	GO:0005524
Solyc11g007600.2	GO:0055085
Solyc06g073830.1	GO:0008152; GO:0016627; GO:0055114
Solyc06g076170.3	GO:0005975; GO:0016857
Solyc05g005050.3	GO:0003723
Solyc09g011640.4	GO:0003677
Solyc10g005000.3	GO:0071949
Solyc07g039420.1	GO:0008661; GO:0016114
Solyc12g042390.1	GO:0004672; GO:0006468
Solyc10g076180.1	GO:0006108; GO:0030060; GO:0055114
Solyc09g092490.3	GO:0045735
Solyc03g007790.3	GO:0005524
Solyc10g080600.2	GO:0016813; GO:0046872
Solyc00g007200.3	GO:0008168
Solyc04g054340.1	GO:0008152; GO:0016491; GO:0016620; GO:0055114
Solyc01g102840.3	GO:0046982
Solyc03g006590.3	GO:0016021; GO:0022857; GO:0055085
Solyc04g008230.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc11g056330.1	GO:0016021; GO:0055085
Solyc01g079850.3	GO:0016020; GO:0016760; GO:0030244
Solyc04g009820.3	GO:0004190; GO:0006508
Solyc12g088360.2	GO:0003677
Solyc07g066080.3	GO:0005525
Solyc03g033610.1	GO:0003700; GO:0006355
Solyc11g021360.2	GO:0003676; GO:0005524
Solyc09g007420.3	GO:0006869; GO:0008289
Solyc06g005390.1	GO:0016491; GO:0055114
Solyc07g054630.3	GO:0003843
Solyc02g063255.1	GO:0016820
Solyc03g112030.2	GO:0031124
Solyc07g066350.1	GO:0004553; GO:0005975
Solyc08g006150.3	GO:0043169
Solyc03g064040.1	GO:0004553; GO:0005975
Solyc04g073940.3	GO:0003677
Solyc08g005250.3	GO:0000166
Solyc10g007080.3	GO:0005515
Solyc10g006300.3	GO:0004127; GO:0006207; GO:0006221; GO:0009041
Solyc08g081790.2	GO:0005515
Solyc10g050160.2	GO:0043531
Solyc04g054790.2	GO:0004525; GO:0006396
Solyc11g027730.1	GO:0008270
Solyc07g019520.1	GO:0000387; GO:0000398; GO:0005685
Solyc09g011045.1	GO:0008137; GO:0055114
Solyc04g009980.3	GO:0004190; GO:0006508
Solyc12g036415.1	GO:0003677
Solyc01g108450.3	GO:0016765
Solyc01g105180.3	GO:0004427; GO:0009678; GO:0015992; GO:0016020
Solyc04g077580.3	GO:0031047
Solyc03g114710.3	GO:0016787
Solyc04g050790.3	GO:0004525; GO:0006396
Solyc12g014110.2	GO:0000166
Solyc01g087950.3	GO:0016021; GO:0055085
Solyc03g114210.3	GO:0003723
Solyc01g079110.3	GO:0016491; GO:0055114
Solyc01g008610.3	GO:0000723; GO:0003678; GO:0006281
Solyc02g071870.3	GO:0005515
Solyc08g081360.3	GO:0005515
Solyc10g009270.3	GO:0005618; GO:0030599; GO:0042545
Solyc05g050360.3	GO:0005515
Solyc06g061040.3	GO:0005515
Solyc04g074430.1	GO:0003700; GO:0006355
Solyc06g075690.3	GO:0006355
Solyc10g055260.2	GO:0003700; GO:0006355
Solyc11g027660.1	GO:0005515
Solyc04g074360.2	GO:0003677
Solyc10g080817.1	GO:0003824
Solyc04g078730.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc03g013250.3	GO:0016874
Solyc06g065100.3	GO:0003677; GO:0046983
Solyc01g007870.3	GO:0006355
Solyc10g084010.1	GO:0008152; GO:0016787
Solyc02g082450.3	GO:0005515
Solyc05g013930.2	GO:0006614; GO:0008312; GO:0048500
Solyc02g030130.3	GO:0005515
Solyc04g011390.1	GO:0004190; GO:0006508
Solyc08g066900.1	GO:0016021; GO:0022857
Solyc02g093320.3	GO:0004672; GO:0006468
Solyc02g084370.1	GO:0020037; GO:0055114
Solyc03g123390.3	GO:0003824
Solyc01g103660.3	GO:0005524
Solyc09g011290.1	GO:0003723; GO:0006396
Solyc11g012020.2	GO:0003860
Solyc01g009440.2	GO:0005515
Solyc06g074110.3	GO:0005618; GO:0030599; GO:0042545
Solyc07g064030.3	GO:0003824
Solyc06g083440.3	GO:0055085
Solyc10g049280.2	GO:0006869; GO:0008289
Solyc11g008260.2	GO:0005515
Solyc04g076610.2	GO:0004525; GO:0006396
Solyc04g078620.3	GO:0005524; GO:0009507
Solyc08g059700.2	GO:0004707; GO:0005524; GO:0006468
Solyc03g097720.3	GO:0006777
Solyc07g053750.1	GO:0005509
Solyc04g013200.1	GO:0004190; GO:0006508
Solyc11g013450.2	GO:0006812; GO:0008324; GO:0016021
Solyc10g051150.2	GO:0003723
Solyc06g061100.3	GO:0000287
Solyc02g080670.3	GO:0016717; GO:0055114
Solyc06g075567.1	GO:0003824; GO:0008152
Solyc12g096460.2	GO:0005215; GO:0006857; GO:0016020
Solyc02g068510.2	GO:0004073; GO:0009086; GO:0009088; GO:0009089; GO:0009097; GO:0050661; GO:0055114
Solyc08g079760.3	GO:0006952; GO:0009607
Solyc02g093740.3	GO:0003676
Solyc01g096670.3	GO:0005515
Solyc01g073770.2	GO:0003677; GO:0006355
Solyc01g087160.2	GO:0016021
Solyc09g066100.3	GO:0006694; GO:0008168
Solyc01g057275.1	GO:0015002; GO:0016020
Solyc01g005665.1	GO:0003676
Solyc07g052203.1	GO:0005515
Solyc12g062840.1	GO:0000226; GO:0000910; GO:0008017
Solyc06g082850.3	GO:0005515
Solyc08g079120.2	GO:0004553; GO:0005975
Solyc03g093260.3	GO:0005524
Solyc02g092570.1	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc03g044020.3	GO:0003951; GO:0008152; GO:0019674
Solyc12g014030.1	GO:0004672; GO:0005524; GO:0006468
Solyc09g083330.3	GO:0000166
Solyc06g066440.3	GO:0046872
Solyc01g079830.3	GO:0005618; GO:0030599; GO:0042545
Solyc01g105630.3	GO:0019028
Solyc12g019890.2	GO:0005515
Solyc01g100270.3	GO:0016788
Solyc07g053230.3	GO:0016020
Solyc06g054630.2	GO:0046912
Solyc09g082620.3	GO:0004672; GO:0005524; GO:0006468
Solyc07g063950.3	GO:0004386
Solyc11g073080.2	GO:0003700; GO:0006355
Solyc04g007300.3	GO:0009664
Solyc09g018850.3	GO:0016020; GO:0016760; GO:0030244
Solyc01g099410.3	GO:0003824
Solyc10g084023.1	GO:0016817
Solyc01g107090.2	GO:0051082
Solyc06g008990.1	GO:0005975
Solyc01g008180.3	GO:0046872
Solyc08g067595.1	GO:0003677
Solyc09g009570.2	GO:0046983
Solyc06g065970.1	GO:0003677; GO:0046983
Solyc02g089990.1	GO:0003677; GO:0006355
Solyc12g038510.2	GO:0006355; GO:0043565
Solyc02g080620.3	GO:0006629
Solyc09g065140.1	GO:0003918; GO:0005524
Solyc12g005410.2	GO:0008152; GO:0016758
Solyc06g060520.1	GO:0004553; GO:0005975
Solyc04g007330.2	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc06g007640.3	GO:0003677
Solyc05g051970.3	GO:0005737; GO:0008734; GO:0009435; GO:0055114
Solyc06g075420.1	GO:0006281
Solyc12g040790.2	GO:0004672; GO:0005524; GO:0006468
Solyc11g069840.2	GO:0005515
Solyc09g011120.1	GO:0003676
Solyc01g098710.3	GO:0008759; GO:0009245
Solyc10g085730.2	GO:0005515
Solyc09g074270.3	GO:0005515
Solyc04g078990.3	GO:0005524
Solyc12g013750.2	GO:0005789; GO:0016021
Solyc04g005070.3	GO:0004672; GO:0005524; GO:0006468
Solyc07g052390.3	GO:0005634; GO:0008270; GO:0018024; GO:0034968
Solyc08g007920.2	GO:0005215; GO:0006810; GO:0016020
Solyc02g078890.1	GO:0003735; GO:0005622; GO:0005840; GO:0006414
Solyc06g066430.3	GO:0003676
Solyc01g091165.1	GO:0015992; GO:0046034
Solyc02g069330.1	GO:0008168
Solyc10g083310.2	GO:0005506; GO:0006633; GO:0016491; GO:0055114
Solyc02g091930.3	GO:0005515
Solyc01g111660.3	GO:0004674
Solyc10g005750.3	GO:0005506; GO:0006633; GO:0016491; GO:0055114
Solyc08g005790.3	GO:0005524
Solyc12g005440.1	GO:0003677
Solyc01g005120.3	GO:0009116
Solyc08g013690.1	GO:0004190; GO:0006508
Solyc06g034390.1	GO:0003723
Solyc11g011500.2	GO:0003854; GO:0006694; GO:0016616; GO:0055114
Solyc03g112920.1	GO:0005488
Solyc06g064660.3	GO:0003677; GO:0046983
Solyc07g052970.3	GO:0016021; GO:0055085
Solyc12g017700.2	GO:0005525
Solyc11g005430.2	GO:0008168
Solyc06g069300.1	GO:0016655; GO:0055114
Solyc10g007150.3	GO:0005488
Solyc09g098320.1	GO:0016491; GO:0055114
Solyc05g052050.1	GO:0005515
Solyc11g066890.1	GO:0004707; GO:0005524; GO:0006468
Solyc02g084930.3	GO:0005524; GO:0016887
Solyc12g009450.2	GO:0003924; GO:0005525
Solyc01g059760.2	GO:0005525
Solyc02g086430.3	GO:0032366
Solyc04g007470.3	GO:0003676
Solyc01g110440.4	GO:0003824; GO:0008152
Solyc02g077480.1	GO:0003723
Solyc11g005420.2	GO:0008180; GO:0010388
Solyc02g091180.1	GO:0045454
Solyc02g082430.3	GO:0016702; GO:0046872; GO:0055114
Solyc04g064560.3	GO:0005215; GO:0005743; GO:0006810; GO:0055085
Solyc04g014615.1	GO:0004144
Solyc07g052620.1	GO:0005515; GO:0008270
Solyc12g056980.1	GO:0003735; GO:0006412; GO:0015935
Solyc05g005260.2	GO:0004802
Solyc04g079950.3	GO:0009522; GO:0009579; GO:0015979; GO:0016021
Solyc06g034340.2	GO:0000166
Solyc06g007240.3	GO:0003723; GO:0003735; GO:0005840; GO:0006412
Solyc06g005130.3	GO:0003712; GO:0006355
Solyc03g098450.3	GO:0003700; GO:0005634
Solyc08g074620.3	GO:0004672; GO:0006468
Solyc12g007030.2	GO:0030247
Solyc10g009350.3	GO:0005525; GO:0007264
Solyc05g048830.3	GO:0003723; GO:0033897
Solyc10g081840.2	GO:0005515
Solyc01g087990.3	GO:0005509
Solyc10g009410.1	GO:0008270; GO:0016701; GO:0055114
Solyc11g005120.2	GO:0008168
Solyc08g080470.3	GO:0005975
Solyc10g051370.2	GO:0003690; GO:0006355
Solyc05g009880.3	GO:0003677; GO:0006352
Solyc12g094700.2	GO:0000166; GO:0004827; GO:0005524; GO:0005737; GO:0006433
Solyc02g064830.3	GO:0004672; GO:0005524; GO:0006468
Solyc02g068070.3	GO:0004072; GO:0008652
Solyc00g032947.1	GO:0005509
Solyc11g071480.1	GO:0005975
Solyc07g007950.1	GO:0003677
Solyc05g005990.3	GO:0006629
Solyc10g076540.1	GO:0005524
Solyc12g013700.2	GO:0003677; GO:0006355
Solyc03g093800.1	GO:0005509
Solyc06g064880.3	GO:0003677; GO:0046983
Solyc04g058040.2	GO:0005515
Solyc05g050890.2	GO:0004356; GO:0006807
Solyc06g082030.3	GO:0006508; GO:0008234
Solyc09g059510.3	GO:0005515; GO:0008270
Solyc02g067950.3	GO:0046872
Solyc06g063110.2	GO:0005515
Solyc02g071050.3	GO:0004824; GO:0005524; GO:0006430
Solyc02g090690.2	GO:0005737; GO:0006886
Solyc06g053440.3	GO:0006508; GO:0008233
Solyc10g050690.2	GO:0003700; GO:0006355; GO:0043565
Solyc12g094520.2	GO:0003700; GO:0006355; GO:0007275
Solyc01g044520.2	GO:0004332; GO:0006096
Solyc02g085655.1	GO:0051259
Solyc12g049505.1	GO:0004672; GO:0005524; GO:0006468
Solyc02g085710.3	GO:0006457; GO:0051087
Solyc09g007550.3	GO:0006869; GO:0008289
Solyc08g077630.3	GO:0004842; GO:0016567
Solyc02g081040.3	GO:0005515
Solyc06g074790.1	GO:0005515; GO:0008270
Solyc02g066970.1	GO:0016021
Solyc01g107190.3	GO:0004190; GO:0016020
Solyc01g058250.2	GO:0016651; GO:0055114
Solyc01g100010.3	GO:0003824
Solyc12g017515.1	GO:0005515
Solyc07g042170.3	GO:0008033; GO:0008168
Solyc03g113560.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc04g057950.2	GO:0009055
Solyc03g098750.3	GO:0005506; GO:0016491; GO:0055114
Solyc08g081780.1	GO:0005515
Solyc01g091700.3	GO:0015232; GO:0015886; GO:0016020; GO:0017004
Solyc03g031780.3	GO:0006855; GO:0015238; GO:0015297; GO:0016020; GO:0055085
Solyc04g071520.3	GO:0004525; GO:0006396
Solyc07g062090.2	GO:0005975
Solyc11g044910.2	GO:0001104; GO:0006357; GO:0016592
Solyc02g077260.3	GO:0016787
Solyc02g083640.3	GO:0020037; GO:0055114
Solyc10g006423.1	GO:0003924; GO:0005525
Solyc10g009360.3	GO:0016491; GO:0055114
Solyc02g083950.3	GO:0016491
Solyc11g073110.2	GO:0055085
Solyc06g076210.2	GO:0003677; GO:0046983
Solyc05g012660.2	GO:0005488
Solyc07g052550.2	GO:0016787
Solyc04g007790.3	GO:0005515
Solyc12g014310.2	GO:0003676
Solyc04g078000.3	GO:0005515
Solyc02g063380.1	GO:0006355
Solyc12g006860.2	GO:0030247
Solyc12g006430.2	GO:0008152; GO:0016758
Solyc09g091810.1	GO:0005515
Solyc07g008410.3	GO:0005524
Solyc08g042040.3	GO:0055114
Solyc09g031790.3	GO:0016702; GO:0055114
Solyc08g062180.2	GO:0004356; GO:0006542; GO:0006807
Solyc02g090560.3	GO:0005488
Solyc01g110060.3	GO:0003676
Solyc01g107100.3	GO:0016747
Solyc03g033460.3	GO:0008565; GO:0015031; GO:0016021
Solyc11g009080.2	GO:0000165; GO:0000977; GO:0045944
Solyc04g074350.3	GO:0003700; GO:0006355
Solyc08g008030.3	GO:0004190; GO:0006508
Solyc02g085020.3	GO:0005524
Solyc08g006110.3	GO:0005515
Solyc01g080600.3	GO:0005524; GO:0009058
Solyc01g097500.3	GO:0005515
Solyc02g064690.3	GO:0003824
Solyc08g083170.1	GO:0005634
Solyc03g093560.1	GO:0003700; GO:0006355
Solyc12g089020.2	GO:0006355
Solyc12g013895.1	GO:0005524
Solyc04g014470.3	GO:0016787
Solyc07g053740.1	GO:0005524
Solyc03g083510.3	GO:0004672; GO:0005524; GO:0006468
Solyc12g096610.2	GO:0003677; GO:0003916; GO:0005524; GO:0005694; GO:0006265
Solyc04g016190.1	GO:0004525; GO:0006396
Solyc11g072830.1	GO:0009579
Solyc02g067800.3	GO:0003676
Solyc04g014790.1	GO:0008152; GO:0016491; GO:0016620; GO:0055114
Solyc06g048950.3	GO:0006457; GO:0016272
Solyc10g079990.2	GO:0005096; GO:0007021; GO:0007023; GO:0048487
Solyc08g068630.3	GO:0005515
Solyc01g093960.3	GO:0046983
Solyc05g051480.2	GO:0006508; GO:0008234
Solyc10g083180.2	GO:0005515
Solyc11g069095.1	GO:0003700; GO:0006355; GO:0043565
Solyc11g042810.2	GO:0005975
Solyc09g091300.1	GO:0003824; GO:0050660; GO:0055114
Solyc04g058010.3	GO:0009055
Solyc10g007090.3	GO:0004672; GO:0005524; GO:0006468
Solyc10g006427.1	GO:0005525
Solyc07g063000.3	GO:0005452; GO:0006820; GO:0016020
Solyc03g095810.3	GO:0003676
Solyc09g007360.3	GO:0008270
Solyc08g081650.2	GO:0005524
Solyc10g007710.3	GO:0000126; GO:0006384
Solyc11g064840.1	GO:0004674
Solyc08g079200.1	GO:0005618; GO:0006073; GO:0016762; GO:0048046
Solyc06g084380.3	GO:0006511; GO:0031625
Solyc03g115850.3	GO:0005515
Solyc02g082700.3	GO:0005515
Solyc05g054610.1	GO:0005515
Solyc10g006420.3	GO:0030247
Solyc08g077560.3	GO:0016705; GO:0055114
Solyc07g008107.1	GO:0008270
Solyc02g032660.3	GO:0016705; GO:0055114
Solyc02g079520.2	GO:0004540; GO:0008033
Solyc09g008830.3	GO:0005515
Solyc08g065910.1	GO:0005515
Solyc02g069680.3	GO:0005515
Solyc06g005530.1	GO:0000723; GO:0003678; GO:0006281
Solyc01g005460.3	GO:0005515
Solyc06g073080.3	GO:0008152; GO:0016758
Solyc02g092240.3	GO:0048037
Solyc03g114180.3	GO:0003700; GO:0006355; GO:0043565
Solyc11g069420.1	GO:0009269
Solyc12g006997.1	GO:0005515; GO:0008270
Solyc05g053520.3	GO:0003883; GO:0006241
Solyc06g082530.2	GO:0030001; GO:0046872
Solyc11g066970.2	GO:0004650; GO:0005975
Solyc12g088300.2	GO:0005515
Solyc02g089730.1	GO:0004842; GO:0016567
Solyc01g087095.1	GO:0006355
Solyc11g071300.2	GO:0005975
Solyc03g123670.3	GO:0005741; GO:0006820; GO:0008308; GO:0044070; GO:0055085
Solyc09g090620.1	GO:0009055; GO:0051536
Solyc02g020890.3	GO:0009521; GO:0009767; GO:0016020; GO:0016168; GO:0019684
Solyc02g090720.3	GO:0006886; GO:0016192; GO:0030117
Solyc11g072770.2	GO:0003743; GO:0006413
Solyc09g011380.3	GO:0003723; GO:0006396; GO:0008173
Solyc01g006580.3	GO:0003824
Solyc10g080640.2	GO:0046872
Solyc12g098910.2	GO:0003676; GO:0008270
Solyc06g068700.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc03g005140.2	GO:0003712; GO:0004402; GO:0005634; GO:0006355; GO:0008270
Solyc01g108100.3	GO:0016491
Solyc02g091360.1	GO:0003700; GO:0005667; GO:0006355
Solyc10g050970.1	GO:0006355; GO:0043565
Solyc08g008600.3	GO:0004190; GO:0006508
Solyc06g084280.1	GO:0006511; GO:0031461; GO:0031625
Solyc09g008060.3	GO:0000228
Solyc02g094750.1	GO:0016705; GO:0055114
Solyc06g005170.3	GO:0000723; GO:0003678; GO:0006281
Solyc03g063680.2	GO:0016705; GO:0055114
Solyc08g014010.3	GO:0004190; GO:0006508
Solyc08g079100.3	GO:0003824; GO:0008152
Solyc01g106920.3	GO:0004872; GO:0006810; GO:0016020
Solyc08g008280.3	GO:0004190; GO:0006508
Solyc03g116970.2	GO:0009055; GO:0015035; GO:0045454
Solyc04g014900.3	GO:0008152; GO:0016491; GO:0055114
Solyc01g106250.3	GO:0016763
Solyc01g108900.3	GO:0004252; GO:0006508
Solyc07g055780.3	GO:0003676
Solyc05g007210.2	GO:0006511
Solyc06g072160.3	GO:0000723; GO:0003678; GO:0006281
Solyc03g121080.3	GO:0003723
Solyc05g054130.3	GO:0003735; GO:0005840; GO:0006412
Solyc02g030380.2	GO:0009522; GO:0009579; GO:0015979; GO:0016021
Solyc10g007790.3	GO:0006352; GO:0006355; GO:0008270
Solyc06g068390.1	GO:0005515
Solyc12g017960.1	GO:0005524
Solyc03g095370.3	GO:0005515
Solyc07g053790.2	GO:0003824
Solyc02g078810.3	GO:0031072; GO:0051082
Solyc04g079720.3	GO:0016021
Solyc10g078470.2	GO:0016779
Solyc09g073040.3	GO:0017119
Solyc07g062730.1	GO:0016491; GO:0055114
Solyc11g008880.2	GO:0008152; GO:0016746
Solyc03g080070.3	GO:0005509
Solyc04g014510.3	GO:0016651; GO:0048038; GO:0051287; GO:0055114
Solyc03g044600.2	GO:0016020; GO:0030001; GO:0046873; GO:0055085
Solyc00g013160.2	GO:0042578
Solyc06g054370.2	GO:0018298
Solyc04g006940.3	GO:0008152; GO:0016787
Solyc01g068490.3	GO:0005515; GO:0008270
Solyc03g116610.3	GO:0003677; GO:0006355
Solyc11g042890.2	GO:0005515
Solyc08g014330.3	GO:0016311; GO:0016791
Solyc02g088180.3	GO:0003677; GO:0006355
Solyc10g076570.2	GO:0003677; GO:0005634; GO:0045893
Solyc06g075370.3	GO:0007017; GO:0030286
Solyc11g012510.2	GO:0004470; GO:0004471; GO:0006108; GO:0055114
Solyc01g100240.3	GO:0016787
Solyc07g008710.3	GO:0006812; GO:0015299; GO:0016021; GO:0055085
Solyc04g040110.3	GO:0008152; GO:0016491; GO:0016620; GO:0055114
Solyc03g118470.3	GO:0004014
Solyc10g051050.2	GO:0005634
Solyc00g126010.1	GO:0005509
Solyc01g100940.2	GO:0043531
Solyc03g121170.3	GO:0005622; GO:0019843
Solyc05g018050.1	GO:0004222; GO:0006508
Solyc08g014030.1	GO:0004190; GO:0006508
Solyc08g074980.3	GO:0003677; GO:0046983
Solyc10g079930.1	GO:0005618; GO:0030599; GO:0042545
Solyc04g051247.1	GO:0004525; GO:0006396
Solyc02g081180.2	GO:0016491
Solyc01g102870.2	GO:0003676
Solyc06g051840.1	GO:0003824; GO:0008152
Solyc08g076470.3	GO:0016021; GO:0016765
Solyc02g089900.1	GO:0005488
Solyc06g053610.3	GO:0004672; GO:0006468
Solyc07g054690.1	GO:0000148; GO:0003843; GO:0006075; GO:0016020
Solyc10g083900.2	GO:0003677; GO:0006303
Solyc11g007030.2	GO:0003677
Solyc10g011660.3	GO:0000166; GO:0004820; GO:0005524; GO:0005737; GO:0006426
Solyc05g008020.3	GO:0008137; GO:0055114
Solyc04g008820.3	GO:0005515
Solyc03g110890.1	GO:0050660
Solyc10g074800.2	GO:0003924; GO:0005525
Solyc08g066960.3	GO:0004672; GO:0005524; GO:0006468
Solyc11g027645.1	GO:0015629; GO:0030042
Solyc11g006450.2	GO:0003676
Solyc02g092580.3	GO:0004601; GO:0042744
Solyc03g110990.1	GO:0051537
Solyc03g111280.1	GO:0004721; GO:0009742
Solyc03g013440.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc11g066900.2	GO:0005524
Solyc02g062780.3	GO:0003677
Solyc02g083380.3	GO:0004672; GO:0005524; GO:0006468
Solyc01g100750.2	GO:0005524
Solyc10g006700.1	GO:0005737; GO:0006457
Solyc05g054320.3	GO:0006412
Solyc08g080870.3	GO:0005515
Solyc06g024340.2	GO:0000723; GO:0003678; GO:0006281
Solyc01g096940.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc07g043640.3	GO:0005515
Solyc04g072860.3	GO:0004672; GO:0005524; GO:0006468
Solyc08g080960.3	GO:0005515
Solyc11g032120.2	GO:0006637; GO:0047617
Solyc09g007380.3	GO:0006869; GO:0008289
Solyc04g079370.3	GO:0015986; GO:0045261; GO:0046933
Solyc03g031890.3	GO:0004672; GO:0005524; GO:0006468
Solyc04g054260.3	GO:0008152; GO:0016491; GO:0055114
Solyc10g075175.1	GO:0006108; GO:0016615; GO:0055114
Solyc04g081670.3	GO:0003899; GO:0006351
Solyc09g007900.3	GO:0006779; GO:0008168; GO:0055114
Solyc02g085620.3	GO:0006457; GO:0051087
Solyc07g047940.3	GO:0016491; GO:0055114
Solyc11g012220.1	GO:0016705; GO:0055114
Solyc04g005440.1	GO:0005524
Solyc04g082910.1	GO:0003735; GO:0006412; GO:0015935
Solyc03g119250.3	GO:0071705
Solyc10g077130.1	GO:0046983
Solyc09g074960.1	GO:0004252; GO:0006508
Solyc03g093080.3	GO:0004672; GO:0005524; GO:0006468
Solyc04g074440.1	GO:0003677
Solyc01g087130.3	GO:0030288
Solyc06g069545.1	GO:0016655; GO:0055114
Solyc07g065600.3	GO:0003700; GO:0006355; GO:0043565
Solyc09g065560.3	GO:0005515
Solyc09g082190.1	GO:0004185; GO:0006508
Solyc02g071350.3	GO:0004450; GO:0006102; GO:0055114
Solyc03g005160.3	GO:0004402; GO:0006355; GO:0016573
Solyc05g009790.1	GO:0003824; GO:0008152
Solyc05g014390.3	GO:0003676
Solyc02g086760.1	GO:0000166
Solyc02g069830.3	GO:0005515
Solyc12g011290.2	GO:0003677
Solyc02g082690.3	GO:0016702; GO:0046872; GO:0055114
Solyc02g062990.1	GO:0048544
Solyc10g078920.2	GO:0006364
Solyc01g096510.2	GO:0016788
Solyc08g082790.3	GO:0008168
Solyc07g055280.3	GO:0006355; GO:0043565
Solyc01g006560.3	GO:0004386; GO:0005524
Solyc12g006225.1	GO:0016779
Solyc11g012200.2	GO:0005506; GO:0016705; GO:0020037; GO:0055114
